id,name,longitude,latitude,class,color
ense244,CEIP San Roque,-3.7031370684727034,40.34689000381299,ense,#ffa258
ense245,IES Valdebernardo,-3.619137371897642,40.40499255199611,ense,#ffa258
ense246,IES Santa Teresa de Jesús,-3.710103807524869,40.42055982682799,ense,#ffa258
ense247,IES Santamarca,-3.6740474074861256,40.45617209561761,ense,#ffa258
ense248,IES Santa Engracia,-3.696773641771326,40.4298571719194,ense,#ffa258
ense249,"CEE Cátedra de Pediatría, Hospital Clínico",-3.7198585062410348,40.43994996862346,ense,#ffa258
ense250,IES Ortega y Gasset,-3.7357449457418683,40.431660767022265,ense,#ffa258
ense251,CEIP Alcalde de Móstoles,-3.776192908811934,40.38019792133678,ense,#ffa258
ense252,CEIP Amadeo Víves,-3.755696053382117,40.3971806428646,ense,#ffa258
ense253,IES Instituto Politécnico Nº 1 del Ejército,-3.752798431058807,40.369766902388065,ense,#ffa258
ense254,IES Emilio Castelar,-3.7301392332120056,40.38860604842083,ense,#ffa258
ense255,CEIP Doctor Tolosa Latour,-3.642181696045251,40.38192969942686,ense,#ffa258
ense256,IES Arcipreste de Hita,-3.6722991212172142,40.37655126047165,ense,#ffa258
ense257,IES San Cristóbal de los Ángeles,-3.6896483289876705,40.34277295158687,ense,#ffa258
ense258,IES Carlos María Rodríguez de Valcárcel,-3.651983102125616,40.405109307128015,ense,#ffa258
ense259,CEIP Martínez Montañés,-3.6344297722338195,40.4020087296227,ense,#ffa258
ense260,CEIP Ciudad de Guadalajara,-3.5848634733330567,40.459045133287276,ense,#ffa258
ense261,CEIP Ciudad de Zaragoza,-3.591033370379745,40.4605542908717,ense,#ffa258
ense262,IES Joaquín Turina,-3.7125769942559703,40.44045454101848,ense,#ffa258
ense263,IES El Lago,-3.733117897150346,40.4155603148968,ense,#ffa258
ense264,IES San Fernando,-3.6893351174510385,40.52794618016525,ense,#ffa258
ense265,CEIP Francisco Arranz,-3.762548483990144,40.37474811447826,ense,#ffa258
ense266,CEIP Ciudad de Badajoz,-3.7790011787126074,40.383656538950035,ense,#ffa258
ense267,IES Tirso de Molina,-3.652764707014527,40.39086153097194,ense,#ffa258
ense268,CEIP San Miguel,-3.6522279478858426,40.47437830027006,ense,#ffa258
ense269,CEIP San Benito,-3.6468542587365387,40.44423737905479,ense,#ffa258
ense270,IES Lope de Vega,-3.7063872245030702,40.42698801539609,ense,#ffa258
ense271,IES Barajas,-3.5992385070854565,40.4508183478654,ense,#ffa258
ense272,IES Gregorio Marañón,-3.7101162153234246,40.47439749401579,ense,#ffa258
ense273,IES Barrio Simancas,-3.6253935503608314,40.429004077900544,ense,#ffa258
ense274,IES Virgen de la Paloma,-3.7168808157490076,40.46043689079816,ense,#ffa258
ense275,CEIP Juan Zaragueta,-3.6294505055492103,40.47087397196009,ense,#ffa258
ense276,IES Conde de Orgaz,-3.6467088713401714,40.459823771356184,ense,#ffa258
ense277,IES Carlos III,-3.614298593661397,40.42496444488579,ense,#ffa258
ense278,IES San Blás,-3.6129654094107484,40.42614269817648,ense,#ffa258
ense279,IES Gómez Moreno,-3.615778535665357,40.43212777565427,ense,#ffa258
ense280,IES Rey Pastor,-3.64802003468351,40.4109064017032,ense,#ffa258
ense281,IES Vallecas I,-3.663054812505558,40.39487509379038,ense,#ffa258
ense282,CEIP Carlos Sainz de los Terreros,-3.6389812204036827,40.3848393537019,ense,#ffa258
ense283,CEIP Ciudad de Valencia,-3.6043036105796205,40.38561136511245,ense,#ffa258
ense284,IES Enrique Tierno Galván,-3.695535096815669,40.37025160883724,ense,#ffa258
ense285,IES Pío Baroja,-3.7188504247350247,40.37293789195393,ense,#ffa258
ense286,IES Parque Aluche,-3.7637477011621363,40.390190765289,ense,#ffa258
ense287,IES Eijo y Garay,-3.738847753221624,40.408154446462035,ense,#ffa258
ense288,CEIP Ntra. Sra. del Lucero,-3.7396825354497705,40.40259052606058,ense,#ffa258
ense289,IES Ntra. Sra. de la Almudena,-3.6984239948946582,40.46401834158136,ense,#ffa258
ense290,IES Tetuán de las Victorias,-3.6977775300811557,40.473355533073686,ense,#ffa258
ense291,IES Cardenal Herrera Oria,-3.711555430051178,40.48333452441821,ense,#ffa258
ense292,CEIP Lorenzo Luzuriaga,-3.7053697593387627,40.48528233706839,ense,#ffa258
ense293,IES Beatriz Galindo,-3.6860081614694056,40.42502965045344,ense,#ffa258
ense294,IES Isabel la Católica,-3.6878858441814124,40.40915356196333,ense,#ffa258
ense295,IES Juan de la Cierva,-3.70641072548409,40.4021859709112,ense,#ffa258
ense296,IES Cardenal Cisneros,-3.7083409549831265,40.42443551570477,ense,#ffa258
ense297,IES San Isidro,-3.7073923054821405,40.41264849257833,ense,#ffa258
ense298,IES Emperatriz María de Austria,-3.717053151966891,40.38785009180939,ense,#ffa258
ense299,IES Calderón de la Barca,-3.717321155232515,40.38756914803338,ense,#ffa258
ense300,IES Vista Alegre,-3.7340395859726754,40.384311051247735,ense,#ffa258
ense301,CEIP Pintor Rosales,-3.6787067134948046,40.44452322406828,ense,#ffa258
ense302,CEIP Jorge Guillén,-3.707897884207873,40.47547415833744,ense,#ffa258
ense303,CEIP Arquitecto Gaudí,-3.6693043788863786,40.46548791972555,ense,#ffa258
ense304,CEIP Marqués de Suanzes,-3.6250991342154975,40.44304174809857,ense,#ffa258
ense305,CEE Princesa Sofía,-3.645238732458395,40.463958104784055,ense,#ffa258
ense306,CEE Francisco del Pozo,-3.686263158856853,40.49414504605126,ense,#ffa258
ense307,CEE Fundación Goyeneche,-3.6211333686414164,40.42084682381554,ense,#ffa258
ense308,CEIP Antonio de Nebrija,-3.6861851586879615,40.351910813591736,ense,#ffa258
ense309,IES Pacífico,-3.66870768101019,40.40409486570834,ense,#ffa258
ense310,CEIP Filósofo Séneca,-3.6510120716096406,40.47796171488309,ense,#ffa258
ense311,CEIP Joaquín Turina,-3.6660684387871223,40.480605641101114,ense,#ffa258
ense312,CEIP Concha Espina,-3.6447888811861455,40.386014336925655,ense,#ffa258
ense313,CEIP Rabindranah Tagore,-3.695943239099473,40.48307824076211,ense,#ffa258
ense314,CEIP Bravo Murillo,-3.717342696231968,40.480569040832364,ense,#ffa258
ense315,EA La Palma,-3.705935230782008,40.42660338810611,ense,#ffa258
ense316,CEIP Luis Cernuda,-3.65375242124329,40.461270632441824,ense,#ffa258
ense317,CEIP Esperanza,-3.6460262362994333,40.461205964393976,ense,#ffa258
ense318,CEIP Doctor Severo Ochoa,-3.613706244817224,40.41037290162939,ense,#ffa258
